Reported Date,Total Number of Dead and Missing,Coordinates
"May 12, 2019",1,"32.818811709, 13.708121985"
"May 13, 2019",1,"40.850428559, 26.226310597"
"May 13, 2019",1,"32.4073, -113.1353"
"May 13, 2019",1,"25.805945517, -101.007119515"
"May 13, 2019",5,"34.37523206, 35.46993009"
"May 13, 2019",1,"17.978890812, -92.821729096"
"May 13, 2019",1,"32.721602777, -114.741105154"
"May 13, 2019",3,"-0.514727, 14.020147"
"May 13, 2019",1,"-3.083854, 14.071406"
"May 13, 2019",2,"-3.609872, 14.348009"
"May 13, 2019",1,"-4.095712, 14.522374"
"May 14, 2019",3,"-2.92614, 11.770559"
"May 14, 2019",3,"-4.306153, 11.158826"
"May 16, 2019",13,"-1.307491, 23.338396"
"May 16, 2019",7,"-3.002443, 16.765672"
"May 14, 2019",1,"19.40866, -98.1183245"
"May 14, 2019",1,"31.7618778, -106.4850217"
"May 14, 2019",3,"10.377719, 98.806394"
"May 15, 2019",1,"32.788874333, -115.686670062"
"May 15, 2019",1,"32.085083, -113.002083"
"May 15, 2019",22,"38.701231409, 44.242474772"
"May 16, 2019",5,"38.658925649, 43.307213903"
"May 16, 2019",3,"27.624075902, -15.758543963"
"May 16, 2019",1,"45.015152345, -73.363652063"
"May 16, 2019",29,"10.4828589, -61.98516362"
"May 17, 2019",2,"-1.307491, 23.338396"
"May 17, 2019",8,"-1.307491, 23.338396"
"May 19, 2019",1,"-0.46162, 14.281303"
"May 19, 2019",1,"-11.444687, 14.435103"
"May 17, 2019",1,"38.701231409, 44.242474772"
"May 17, 2019",5,"13.757094, 100.389169"
"May 18, 2019",5,"22.379179, 91.867226"
"May 18, 2019",3,"13.735511, 100.392263"
"May 18, 2019",1,"18.448899, 26.220845"
"May 18, 2019",1,"17.690454, 34.042331"
"May 19, 2019",1,"31.783890468, -107.209294207"
"May 19, 2019",1,"-4.095111, 14.52279"
"May 19, 2019",3,"-12.789682767, 45.25166357"
"May 20, 2019",1,"-7.995856, 12.617282"
"May 21, 2019",1,"-4.024984, 5.34845"
"May 20, 2019",1,"27.070487529, -98.078634913"
"May 20, 2019",1,"50.9329529, 2.0014273"
"May 20, 2019",1,"37.966327, 44.748659"
"May 21, 2019",1,"-12.17459, 12.559796"
"May 22, 2019",1,"22.524866, 9.987734"
"May 24, 2019",1,"19.108603, 17.923258"
"May 21, 2019",1,"32.264533, -111.324317"
"May 21, 2019",4,"45.2419366, 19.7159502"
"May 21, 2019",1,"35.893057404, -5.885681623"
"May 21, 2019",1,"35.716289967, -5.841888903"
"May 25, 2019",3,"16.96338, 7.9773382"
"May 22, 2019",3,"35.277774465, -6.317684486"
"May 22, 2019",1,"7.5696934, -72.6370798"
"May 22, 2019",2,"5.829101, 101.268351"
"May 22, 2019",2,"6.162062, 100.153783"
"May 22, 2019",2,"18.827558, 98.903799"
"May 23, 2019",1,"7.8681713, -77.8367282"
"May 23, 2019",1,"28.699966873, -100.510720789"
"May 23, 2019",5,"32.992742013, 12.535119753"
"May 23, 2019",3,"26.240047494, -98.56601633"
"May 23, 2019",1,"35.781157024, -5.770811859"
"June 4, 2019",1,"-7.995856, 12.617282"
"May 24, 2019",2,"22.347477, 91.863837"
"May 24, 2019",3,"18.827558, 98.903799"
"May 24, 2019",1,"6.920721, 101.407743"
"May 24, 2019",1,"32.2867, -111.52195"
"May 24, 2019",1,"32.251733, -111.57955"
"May 24, 2019",1,"27.870433743, -101.087204211"
"May 26, 2019",1,"11.734882, 41.809897"
"May 26, 2019",1,"11.103113, 42.368422"
"May 27, 2019",1,"32.829024, 13.205116"
"May 27, 2019",1,"29.864464, 20.385981"
"May 29, 2019",3,"16.8130067, 98.7411219"
"May 31, 2019",2,"24.663612, 21.384746"
"May 31, 2019",2,"31.718439, 14.10823"
"May 31, 2019",3,"31.718439, 14.10823"
"May 31, 2019",4,"23.106927, 24.994368"
"May 31, 2019",1,"29.864464, 20.385981"
"June 6, 2019",1,"-0.351305, 12.179216"
"May 25, 2019",1,"19.4326077, -99.133208"
"May 25, 2019",1,"40.729380637, 26.080759291"
"June 6, 2019",1,"2.387595, 6.369104"
"May 26, 2019",1,"26.369909306, -98.938498099"
"May 27, 2019",1,"41.32677504, 26.600055381"
"May 28, 2019",1,"32.02095, -112.279483"
"May 29, 2019",1,"32.2254, -113.3139"
"May 29, 2019",2,"35.868743207, -5.939018318"
"May 29, 2019",1,"31.792900428, -106.51968731"
"May 30, 2019",1,"32.6789476, -115.4988834"
"May 30, 2019",1,"31.9742, -111.2981"
"May 30, 2019",1,"31.8351, -112.3756"
"May 31, 2019",1,"27.499954648, -99.502177619"
"June 1, 2019",1,"27.11553629, -98.089773823"
"June 1, 2019",1,"31.690917, -111.863967"
"June 1, 2019",2,"-6.950265, 108.193411"
"June 1, 2019",1,"20.766688, 24.109618"
"June 2, 2019",2,"23.84594, 21.835454"
"June 2, 2019",1,"32.509583, -113.1393"
"June 2, 2019",1,"11.957259, 43.304581"
"June 2, 2019",1,"26.4088523, -99.0156554"
"June 2, 2019",8,"18.821146905, -68.18547775"
"June 2, 2019",27,"33.374467702, 13.828666325"
"June 2, 2019",1,"35.687246561, -5.232161018"
"June 3, 2019",1,"21.147579, 92.599273"
"June 3, 2019",1,"32.7270367, -114.757467601"
"June 3, 2019",1,"28.7091433, -100.4995214"
"June 3, 2019",1,"32.17028, -113.02456"
"June 3, 2019",1,"32.29151, -113.07858"
"June 3, 2019",2,"38.12072, 13.30701"
"June 4, 2019",1,"31.81871, -111.5417"
"June 4, 2019",1,"27.2052855, -98.1447463"
"June 4, 2019",1,"27.372516049, -99.504941042"
"June 4, 2019",1,"28.720512236, -100.502868797"
"June 7, 2019",1,"21.524523, 18.303248"
"June 5, 2019",6,"27.7791692, -97.664032"
"June 5, 2019",1,"28.461656365, -99.915542341"
"June 6, 2019",1,"35.885838718, 0.008840051"
"June 6, 2019",1,"21.04902, 92.519601"
"June 8, 2019",1,"19.968086, 13.518697"
"June 8, 2019",2,"21.706642, 13.773611"
"June 7, 2019",2,"16.909762, 96.556366"
"June 7, 2019",3,"36.04969922, 0.071778692"
"June 7, 2019",1,"28.521344741, -99.975967145"
"June 7, 2019",2,"28.706046434, -100.51177581"
"June 7, 2019",1,"31.96955, -112.254017"
"June 7, 2019",1,"32.667714006, -115.527679596"
"June 8, 2019",2,"19.968086, 13.518697"
"June 8, 2019",3,"21.706642, 13.773611"
"June 8, 2019",1,"24.934383, 14.633161"
"June 8, 2019",1,"12.95902, 3.5125"
"June 9, 2019",1,"12.95902, 3.5125"
"June 9, 2019",1,"-7.995856, 12.617282"
"June 9, 2019",1,"-1.52105, 12.368721"
"June 8, 2019",1,"31.6220619, -106.27608"
"June 8, 2019",3,"30.152124, 60.739341"
"June 9, 2019",4,"6.545068, 100.623352"
"June 9, 2019",1,"5.875992, 101.823185"
"June 9, 2019",1,"35.138187622, -2.970536364"
"June 9, 2019",2,"-0.46162, 14.281303"
"June 9, 2019",1,"23.848018, 21.993292"
"June 9, 2019",1,"36.307409825, 0.578667131"
"June 9, 2019",32,"11.772904481, -68.683061165"
"June 11, 2019",1,"11.2755407, 49.1878994"
"June 12, 2019",1,"-1.52105, 12.368721"
"June 12, 2019",2,"12.95902, 3.5125"
"June 13, 2019",1,"5.246401, 13.003318"
"June 10, 2019",3,"31.675628312, -106.333742785"
"June 10, 2019",1,"31.870028154, -106.61163513"
"June 10, 2019",1,"35.898974661, -5.768592627"
"June 10, 2019",1,"32.42877, -111.795"
"June 10, 2019",1,"17.690454, 34.042331"
"June 10, 2019",2,"17.690454, 34.042331"
"June 11, 2019",7,"39.123278725, 26.616327699"
"June 11, 2019",1,"15.019419, -92.3808465"
"June 12, 2019",2,"31.674166603, -106.337425829"
"June 12, 2019",5,"36.141836729, -3.461884254"
"June 12, 2019",1,"31.915388342, -112.925537844"
"June 12, 2019",1,"45.428570424, 15.2272114"
"June 12, 2019",1,"44.905913352, 15.956558922"
"June 13, 2019",1,"-4.024984, 5.34845"
"June 14, 2019",2,"-7.995856, 12.617282"
"June 13, 2019",2,"23.84594, 21.835454"
"June 13, 2019",3,"31.76402, 14.03511"
"June 15, 2019",1,"-7.995856, 12.617282"
"June 13, 2019",1,"31.858, -112.01338"
"June 15, 2019",2,"-11.444687, 14.435103"
"June 15, 2019",1,"22.872291, 16.342173"
"June 14, 2019",1,"18.05419373, -94.135662914"
"June 14, 2019",1,"32.007317, -111.938567"
"June 15, 2019",2,"18.448899, 26.220845"
"June 15, 2019",1,"18.448899, 26.220845"
"June 15, 2019",1,"32.769644102, -115.593696092"
"June 15, 2019",1,"28.711767097, -100.508585084"
"June 15, 2019",1,"32.407, -113.06755"
"June 15, 2019",1,"15.056086, 12.128946"
"June 15, 2019",1,"-1.52105, 12.368721"
"June 15, 2019",1,"-4.024984, 5.34845"
"June 16, 2019",4,"-7.995856, 12.617282"
"June 16, 2019",2,"-5.691763, 11.316677"
"June 17, 2019",2,"-0.185566, 5.597359"
"June 15, 2019",1,"18.934699, 94.693844"
"June 15, 2019",6,"22.355284, 91.856342"
"June 15, 2019",3,"13.740268, 100.400762"
"June 16, 2019",1,"13.740268, 100.400762"
"June 19, 2019",1,"-5.033005, 7.686422"
"June 19, 2019",2,"12.091921492, 15.037811041"
"June 16, 2019",1,"25.96451365, -100.280354833"
"June 17, 2019",12,"36.961190531, 27.400403873"
"June 17, 2019",1,"45.44580757, 15.129590885"
"June 20, 2019",1,"12.95902, 3.5125"
"June 17, 2019",2,"25.492777, 16.534439"
"June 17, 2019",1,"25.933266, 25.372929"
"June 18, 2019",2,"36.048739, 45.809583"
"June 18, 2019",1,"32.729203679, -114.646219328"
"June 19, 2019",22,"35.856487687, -3.086911218"
"June 20, 2019",1,"-1.301118, 15.821342"
"June 19, 2019",1,"28.4799508, -99.8647247"
"June 21, 2019",1,"-4.095111, 14.52279"
"June 19, 2019",1,"20.293406, 26.087168"
"June 21, 2019",1,"-4.306153, 11.158826"
"June 20, 2019",1,"32.7574944, -115.982532"
"June 20, 2019",1,"41.3298, 26.6452"
"June 20, 2019",1,"28.5225016, -99.8398913"
"June 20, 2019",1,"28.9085319, -100.6337614"
"June 20, 2019",1,"27.8237754, -99.9745174"
"June 21, 2019",1,"-1.52105, 12.368721"
"June 21, 2019",1,"-4.024984, 5.34845"
"June 22, 2019",1,"-4.024984, 5.34845"
"June 22, 2019",1,"-6.439898, 6.884798"
"June 22, 2019",2,"-5.651178, 10.483254"
"June 21, 2019",1,"28.7110681, -100.513559"
"June 21, 2019",1,"29.3019486, -100.4242719"
"June 21, 2019",1,"41.4219133, 22.2548969"
"June 21, 2019",1,"20.293406, 26.087168"
"June 22, 2019",2,"6.282531, 100.03153"
"June 22, 2019",1,"27.479038, -99.4792669"
"June 23, 2019",1,"1.515145, 12.479761"
"June 23, 2019",1,"-4.306153, 11.158826"
"June 23, 2019",1,"22.524866, 9.987734"
"June 30, 2019",5,"21.369889806, -17.664890054"
"July 1, 2019",1,"-12.778757, 45.2952266"
"July 2, 2019",2,"20.933613114, 0.820411788"
"June 23, 2019",4,"26.1384047, -98.3287687"
"June 23, 2019",25,"24.297942676, -16.283859755"
"June 23, 2019",2,"25.933266, 25.372929"
"June 23, 2019",3,"22.260884, 91.824967"
"June 24, 2019",3,"5.954271, 101.558593"
"June 24, 2019",1,"16.953764, 96.410956"
"June 24, 2019",2,"20.293406, 26.087168"
"June 24, 2019",1,"30.1597, 9.69791"
"June 24, 2019",1,"31.3498645, -106.490093"
"June 24, 2019",2,"25.898236865, -97.499201412"
"June 25, 2019",1,"28.714321973, -100.507155909"
"June 25, 2019",1,"32.412667, -113.138917"
"June 25, 2019",1,"27.0250973, -98.1383995"
"June 26, 2019",1,"31.5676869, -106.2437563"
"June 26, 2019",1,"20.3899429, -99.6962028"
"June 26, 2019",1,"17.5715573, -92.8321412"
"June 26, 2019",10,"41.657821, 26.5041935"
"June 27, 2019",6,"29.347903182, -10.202559943"
"June 27, 2019",1,"32.705688066, -114.729089066"
"June 27, 2019",1,"23.848018, 21.993292"
"June 28, 2019",1,"30.75753, 20.2234"
"June 29, 2019",1,"35.1158665, -2.7222487"
"June 29, 2019",1,"32.02615, -112.75097"
"June 29, 2019",1,"27.0250973, -98.1383995"
"June 30, 2019",3,"9.332318, 42.798742"
"June 30, 2019",1,"26.186448, -98.2207185"
"July 2, 2019",1,"7.985996, 16.975448"
"June 30, 2019",1,"51.46378426, -0.157933543"
"July 4, 2019",1,"-1.52105, 12.368721"
"July 1, 2019",1,"29.7696231, -101.2523792"
"July 1, 2019",1,"31.773414, -111.921584"
"July 2, 2019",60,"33.044740043, 12.716964857"
"July 2, 2019",1,"16.7516009, -93.1029939"
"July 6, 2019",2,"-5.691763, 11.316677"
"July 2, 2019",1,"38.12072, 13.30701"
"July 3, 2019",2,"31.76402, 14.03511"
"July 3, 2019",2,"24.499568, 27.463073"
"July 3, 2019",1,"32.00395, -113.2217"
"July 3, 2019",1,"32.23272, -113.2068"
"July 3, 2019",83,"33.618682017, 11.4397119"
"July 3, 2019",1,"27.0250973, -98.1383995"
"July 6, 2019",3,"-6.249892, 13.427836"
"July 4, 2019",1,"31.762964919, -106.446077661"
"July 4, 2019",1,"-7.200598, 112.168512"
"July 4, 2019",1,"31.773019724, -106.701209668"
"July 4, 2019",2,"38.12072, 13.30701"
"July 4, 2019",1,"31.76402, 14.03511"
"July 5, 2019",1,"32.2429301, -110.9462013"
"July 5, 2019",1,"29.207827735, -98.507496359"
"July 5, 2019",1,"32.224804, -110.854291"
"July 6, 2019",1,"32.662812602, -115.614549813"
"July 6, 2019",3,"23.727633, 90.474951"
"July 6, 2019",1,"51.051900838, 2.399199796"
"July 6, 2019",1,"51.708842168, 4.396572521"
"July 6, 2019",1,"32.35157, -113.15771"
"July 6, 2019",1,"18.769659289, -95.744834624"
"July 6, 2019",1,"18.8776584, -98.7739324"
"July 6, 2019",2,"12.95902, 3.5125"
"July 7, 2019",2,"23.804994, 13.510365"
"July 7, 2019",1,"-7.995856, 12.617282"
"July 7, 2019",1,"31.76402, 14.03511"
"July 7, 2019",1,"-0.351305, 12.179216"
"July 7, 2019",1,"24.484576, 25.139459"
"July 8, 2019",1,"-7.995856, 12.617282"
"July 8, 2019",4,"-0.028555, 16.261959"
"July 7, 2019",1,"31.655038, -112.088278"
"July 7, 2019",1,"31.721667, -111.853333"
"July 7, 2019",2,"6.659811, 101.430118"
"July 7, 2019",1,"27.253449767, -98.25433289"
"July 8, 2019",1,"32.7053029, -114.7288298"
"July 8, 2019",1,"0.363461, 12.058941"
"July 9, 2019",1,"16.97314, 7.98974"
"July 8, 2019",1,"-5.2273198, -80.6550001"
"July 8, 2019",8,"19.5594332, -70.8693486"
"July 9, 2019",1,"16.97314, 7.98974"
"July 9, 2019",1,"28.7009447, -100.514561"
"July 9, 2019",2,"24.934383, 14.633161"
"July 9, 2019",2,"23.804994, 13.510365"
"July 10, 2019",2,"1.525573, 12.472407"
"July 10, 2019",1,"-4.898504, 13.293781"
"July 10, 2019",1,"25.492777, 16.534439"
"July 10, 2019",3,"-4.898504, 13.293781"
"July 11, 2019",1,"9.766009, 4.048575"
"July 11, 2019",1,"-11.444687, 14.435103"
"July 11, 2019",1,"-11.444687, 14.435103"
"July 12, 2019",1,"-0.351305, 12.179216"
"July 12, 2019",1,"21.336692, 13.58161"
"July 11, 2019",1,"18.023219672, -94.64177352"
"July 11, 2019",1,"27.067851841, -98.073091891"
"July 12, 2019",1,"26.136829136, -98.337529266"
"July 12, 2019",3,"13.772583, 100.452147"
"July 12, 2019",1,"32.088533, -113.035133"
"July 12, 2019",1,"31.60112, -111.711982"
"July 13, 2019",2,"12.95902, 3.5125"
"July 14, 2019",3,"12.95902, 3.5125"
"July 12, 2019",2,"25.492777, 16.534439"
"July 14, 2019",1,"22.524866, 9.987734"
"July 13, 2019",1,"27.02249, 14.44099"
"July 13, 2019",3,"31.76402, 14.03511"
"July 13, 2019",1,"31.857367, -112.4654"
"July 13, 2019",3,"6.854375, 101.586254"
"July 14, 2019",2,"11.103113, 42.368422"
"July 14, 2019",4,"11.790683, 42.883085"
"July 14, 2019",1,"12.519978, 44.065797"
"July 14, 2019",1,"21.155015, 91.824865"
"July 14, 2019",1,"-2.21941, 15.076764"
"July 14, 2019",1,"25.900962109, -97.5256331"
"July 14, 2019",1,"27.208588229, -98.238623337"
"July 14, 2019",1,"-1.52105, 12.368721"
"July 14, 2019",7,"13.184645, 32.887622"
"July 14, 2019",1,"14.351666, 24.134496"
"July 15, 2019",1,"2.123324, 13.508763"
"July 15, 2019",2,"-4.306153, 11.158826"
"July 16, 2019",1,"0.217793, 14.383577"
"July 16, 2019",2,"-4.759634, 10.638253"
"July 15, 2019",1,"31.764, -112.1861"
"July 15, 2019",1,"26.975792985, -98.187075045"
"July 16, 2019",1,"28.705314967, -100.511613685"
"July 16, 2019",2,"29.447929724, -101.059931246"
"July 16, 2019",1,"36.196379448, -2.45277036"
"July 16, 2019",1,"-16.263798, 12.562665"
"July 16, 2019",1,"16.97314, 7.98974"
"July 17, 2019",1,"23.008391, 16.720115"
"July 17, 2019",1,"21.706642, 13.773611"
"July 16, 2019",2,"22.78796, 5.52718"
"July 17, 2019",1,"-4.306153, 11.158826"
"July 17, 2019",1,"27.02249, 14.44099"
"July 17, 2019",2,"11.519096, 20.684159"
"July 17, 2019",1,"32.89534, 13.18105"
"July 17, 2019",2,"25.29115, 13.766789"
"July 17, 2019",1,"-11.892614, 11.581531"
"July 17, 2019",2,"-1.621256, 6.659396"
"July 17, 2019",1,"-4.306153, 11.158826"
"July 17, 2019",1,"-6.249892, 13.427836"
"July 17, 2019",1,"-11.444687, 14.435103"
"July 17, 2019",1,"-12.17459, 12.559796"
"July 18, 2019",2,"1.225748, 6.130096"
"July 18, 2019",1,"-4.306153, 11.158826"
"July 17, 2019",1,"26.0953381, 61.8462235"
"July 17, 2019",1,"31.797302, -111.812279"
"July 17, 2019",1,"26.985855503, -98.197718051"
"July 18, 2019",1,"27.13759256, -98.230383591"
"July 18, 2019",1,"25.981681, -98.0796846"
"July 18, 2019",16,"38.74964, 43.613323"
"July 18, 2019",1,"7.37823, -72.6503369"
"July 18, 2019",2,"2.123324, 13.508763"
"July 19, 2019",2,"-5.691763, 11.316677"
"July 20, 2019",1,"-4.306153, 11.158826"
"July 20, 2019",1,"1.515145, 12.479761"
"July 19, 2019",1,"17.258728416, -91.012688909"
"July 19, 2019",1,"31.7300671, -106.4832893"
"July 19, 2019",1,"31.544827, -111.389112"
"July 20, 2019",1,"26.217624638, -108.722723683"
"July 20, 2019",1,"31.7380543, -106.4562579"
"July 20, 2019",1,"32.75680046, -115.643388924"
"July 20, 2019",1,"32.563317, -111.922967"
"July 20, 2019",3,"13.760339, 100.429298"
"July 20, 2019",1,"33.179906061, -112.241578804"
"July 20, 2019",1,"28.661188, -100.5406864"
"July 20, 2019",1,"40.6400629, 22.9444191"
"July 22, 2019",1,"-2.929637, 11.745172"
"July 23, 2019",1,"22.753382, 13.804316"
"July 21, 2019",1,"28.715580849, -100.394364241"
"July 22, 2019",2,"31.994554633, -112.006083363"
"July 22, 2019",1,"32.37215, -111.457633"
"July 22, 2019",1,"32.066712, -112.937713"
"July 22, 2019",1,"32.1267, -111.15009"
"July 22, 2019",1,"32.214267, -113.113811"
"July 22, 2019",1,"35.870741243, -5.341660207"
"July 23, 2019",1,"-7.995856, 12.617282"
"July 22, 2019",1,"27.02249, 14.44099"
"July 24, 2019",1,"22.524866, 9.987734"
"July 23, 2019",2,"32.74491, 12.450226"
"July 23, 2019",2,"25.29115, 13.766789"
"July 23, 2019",2,"25.29115, 13.766789"
"July 24, 2019",1,"7.985996, 16.975448"
"July 23, 2019",1,"35.872671291, -5.340692228"
"July 23, 2019",1,"36.943265558, 27.403303048"
"July 23, 2019",8,"31.298543419, 16.564394267"
"July 23, 2019",1,"26.929552244, -98.242094456"
"July 24, 2019",1,"31.722667, -112.026133"
"July 25, 2019",1,"23.008391, 16.720115"
"July 31, 2019",2,"22.753382, 13.804316"
"July 24, 2019",1,"35.303407863, -3.9257959"
"July 25, 2019",150,"32.83443272, 14.624344026"
"July 25, 2019",1,"26.054200042, -98.141739029"
"July 25, 2019",2,"26.976091, 14.460981"
"August 10, 2019",2,"-4.306153, 11.158826"
"July 26, 2019",2,"25.29115, 13.766789"
"July 26, 2019",3,"33.443166, 50.808991"
"July 27, 2019",1,"32.663059933, -115.53437397"
"July 27, 2019",1,"32.403532528, -113.705843931"
"July 28, 2019",1,"27.276826239, -98.061468796"
"July 28, 2019",1,"27.471696386, -99.483042038"
"July 28, 2019",1,"40.840002243, 26.215655703"
"July 29, 2019",1,"31.710822977, -106.368404027"
"July 29, 2019",1,"29.243763634, -100.795425353"
"July 29, 2019",1,"27.00907065, -98.076525119"
"July 29, 2019",10,"17.29803487, 43.382434845"
"July 29, 2019",1,"32.677073001, -116.882542493"
"July 30, 2019",1,"32.57900819, -116.621845407"
"July 30, 2019",15,"12.666870542, 44.740286808"
"July 31, 2019",1,"28.78804684, -100.399340051"
"July 31, 2019",1,"18.122947114, -94.428417814"
"July 31, 2019",1,"45.188659376, 15.7926599"
"July 31, 2019",1,"25.406105757, -101.023817864"
"August 12, 2019",1,"-0.351305, 12.179216"
"July 31, 2019",2,"27.08111754, -98.200171188"
"August 1, 2019",1,"44.819532705, 15.886675625"
"August 1, 2019",1,"32.34823, -108.7454867"
"August 1, 2019",1,"27.476619775, -99.481808951"
"August 2, 2019",4,"62.54434, 31.00759"
"August 2, 2019",2,"54.071498, 42.733796"
"August 2, 2019",1,"27.47945746, -99.479084887"
"August 2, 2019",1,"14.9055567, -92.2634136"
"August 2, 2019",1,"26.1379275, -98.335083318"
"August 2, 2019",1,"26.143086411, -98.328974527"
"August 2, 2019",1,"28.908961809, -100.600107188"
"August 2, 2019",1,"35.892832797, -5.281629242"
"August 2, 2019",1,"35.2444308, -3.171523489"
"August 3, 2019",2,"26.976091, 14.460981"
"August 3, 2019",1,"25.556799823, -100.947820623"
"August 3, 2019",1,"18.09383129, -94.570061606"
"August 3, 2019",1,"26.166204168, -98.335677747"
"August 3, 2019",1,"28.624902867, -100.158129173"
"August 3, 2019",1,"32.65873492, -115.591580544"
"August 3, 2019",4,"22.249599, 91.818757"
"August 4, 2019",1,"30.280599, 57.131697"
"August 4, 2019",1,"36.056638025, 36.379893894"
"August 5, 2019",2,"34.269472677, 12.705224427"
"August 6, 2019",1,"28.749602003, -100.453633473"
"August 6, 2019",1,"25.87978378, -97.494390566"
"August 6, 2019",2,"18.1288078, 99.3451118"
"August 8, 2019",1,"4.420165536, -75.382909935"
"August 8, 2019",1,"26.270817082, -98.593158757"
"August 8, 2019",2,"6.755663, 101.701454"
"August 8, 2019",1,"34.704498, 69.72133"
"August 9, 2019",1,"31.9876, -112.149233"
"August 9, 2019",1,"31.912022, -111.881234"
"August 9, 2019",1,"32.6509505, 14.2678989"
"August 9, 2019",1,"27.19853325, -97.812651847"
"August 9, 2019",1,"50.98581332, 1.263302548"
"August 10, 2019",1,"26.25710809, -98.636932433"
"August 10, 2019",1,"17.978116665, -94.268896487"
